logFC	logCPM	LR	PValue	FDR
OASL	12.2752321919851	2.07480754901067	2704.56985815704	0	0
IFNL1	10.9438890297916	-0.734864854654512	419.301523151723	3.46320587322383e-93	2.38815386057782e-91
CXCL11	10.3790698742684	-1.23374126907989	285.36466849469	5.08839417910812e-64	2.35576468320405e-62
MRC1	9.58655656060713	-1.87492087340038	165.646764774411	6.60734931186232e-38	1.73485953274589e-36
CXCL8	8.46793275404945	-0.994433285062642	317.955748363006	4.03820070164916e-71	2.133407483589e-69
NR4A3	8.00709934614236	1.36101478170845	1549.47486144771	0	0
CHADL	-7.97616800725068	0.0813924682088323	18.8901760332341	1.38463893144004e-05	5.16558635527545e-05
CXCL10	7.86018219387475	0.632200525911789	963.190210686896	1.80109882064368e-211	3.32366151381318e-209
NCAM2	-7.49442888683173	-0.365576924869851	13.511886105991	0.000237057160253955	0.000717468910521442
ENSCSAG00000004942	-7.43826783360434	-0.416838197405436	12.9974670924273	0.000311912614817337	0.000924588026999264
ESRP1	-7.40929519909738	-0.443199896776394	12.7444965994476	0.000357058230465329	0.00104924635848515
MBNL3	-7.39478701012108	-0.456409465041485	12.6189341723902	0.000381859000144824	0.00111751543888709
TRAF1	7.27104603631951	1.75231504275933	1828.76647925699	0	0
MYB	-7.25643237626792	-0.58192455377291	11.4605936806486	0.000710875860310199	0.00197077772361071
CCL2	7.18233267530728	0.975597607249171	1121.84121432104	5.91375900960874e-246	1.43485315822025e-243
KRT17	7.12868218831369	-0.154325044314255	518.118979359347	1.08588604259202e-114	9.32949881712137e-113
FAM71A	7.04164958777342	0.781889401711112	968.808530897076	1.08211760747791e-212	2.02541498473937e-210
FOXN4	-6.95365546868674	-0.85267017539535	9.2775005050411	0.00231985775337722	0.00581384397183405
LBH	-6.91238265369203	-0.888984536569561	9.01675645269788	0.00267515689936023	0.00661818461016195
ENSCSAG00000013116	-6.89212180979803	-0.906811007769407	8.89190549679795	0.00286437644870836	0.00703845840791016
ENSCSAG00000019464	-6.85012381077179	-0.943700151885337	8.63390641301928	0.00329963254952632	0.00802371671564474
ENSCSAG00000027983	-6.82893553141009	-0.962284093930008	8.50613357473335	0.00353951341115421	0.00855306247011112
ENSCSAG00000018053	-6.71543654896028	-1.06108434913129	7.85962906295762	0.00505507622077166	0.0117912780211056
TMEM262	-6.66809438251393	-1.10199269085346	7.60322995821672	0.00582638325623715	0.0133690496362906
TMEM266	-6.66745239718812	-1.10239095759923	7.59455638691822	0.00585447991066722	0.0134241154689468
GALNT16	-6.59366048114624	-1.16595342485074	7.21862167024726	0.00721510887895851	0.0161560902163172
AS3MT	-6.59330851551927	-1.16628242844995	7.21676685382513	0.007222568373202	0.0161677927260708
MAP3K8	6.58246224966823	-0.609352781469828	342.171474242783	2.14766484710677e-76	1.21812575007762e-74
PRKN	-6.54179039234161	-1.21026554078534	6.96033051114435	0.00833366370223599	0.0184003474598409
DYNLT3	-6.54174632279409	-1.21031381802872	6.95856034213396	0.00834191292684447	0.018412355654905
ENSCSAG00000017863	-6.51527353255776	-1.23282796396543	6.8321865118329	0.00895296013415136	0.0195992788099668
SCN4B	-6.48791005789073	-1.25603549186268	6.70323703944662	0.00962380352493087	0.0208277293993466
LHFPL5	-6.4878804497633	-1.25606007037781	6.70333265372407	0.00962328747803937	0.0208277293993466
MLC1	-6.48787929455626	-1.2560596418422	6.70350401397506	0.00962236268788377	0.0208277293993466
ENSCSAG00000011210	-6.40318187006687	-1.32751505213245	6.31512397207263	0.0119712374992725	0.0253306126801467
FNDC10	-6.40283997975306	-1.32779785617855	6.31566992708107	0.0119675520064265	0.0253269046015507
SCUBE1	-6.37385561826812	-1.35206543308169	6.18882192933795	0.0128559741254111	0.0269761327660372
EXO5	-6.37364913376243	-1.35225377576127	6.18820296917396	0.012860471522441	0.0269769288964172
SLC5A9	-6.37331842549835	-1.35249043076313	6.18437736529435	0.0128883044681804	0.0270223339961754
PDZRN3	-6.34348378636582	-1.37746943185536	6.05875798566588	0.0138374969188019	0.0287092453887795
ABCG4	-6.24983509989342	-1.45513768266803	5.67193024981487	0.0172384776352613	0.0349247771729076
MYLK2	-6.24975879987393	-1.45518525101418	5.67324247129528	0.017225588013177	0.0349202621303798
SERPINA3	-6.2168430806679	-1.48230054657384	5.54372861315384	0.0185470251887545	0.0372932971183337
ENSCSAG00000019500	-6.14864625816247	-1.53811749216857	5.28439445750841	0.0215173736570833	0.0425861978330974
PLEK	-6.1138058859676	-1.56640869749583	5.15642451019936	0.0231605299561067	0.0454537542667631
ENSCSAG00000001520	-6.07839020606289	-1.59506486206751	5.02876531934047	0.024929664478175	0.0485837370211288
PROM2	-6.04157203525531	-1.62472478766359	4.90006149102351	0.0268557392073648	0.0517827660183802
ENSCSAG00000006935	-6.04130953260121	-1.62489042660924	4.90062741656784	0.0268469396711452	0.0517788113214431
LINGO1	-6.04130902204276	-1.62488962939398	4.90068242462933	0.026846084514549	0.0517788113214431
DLX3	-6.00353696852409	-1.65517508242373	4.77104619915571	0.0289422328714148	0.0552690766770554
ENSCSAG00000013691	-6.0032035183339	-1.65543572654266	4.77059669247676	0.0289497903847269	0.0552754522909782
MYADML2	-5.96445664309289	-1.6863037322067	4.6422989649689	0.0311931889411369	0.0589544720899406
